chrID	start	end	gene name	strand
chr9	33164945	33166945	B4GALT1-AS1	+
chr12	119614289	119616289	LOC105370024	-
chr21	46115086	46117086	KRTAP10-12	+
chr21	46064330	46066330	KRTAP10-11	+
chr21	46055272	46057272	KRTAP10-10	+
chr8	90769939	90771939	LOC101929709	-
chr8	145515120	145517120	BOP1	-
chr6	44042389	44044389	LOC101929705	-
chr1	49937757	49939757	AGBL4-IT1	-
chr6	121754722	121756722	GJA1	+
chr13	20735183	20737183	GJA3	-
chr1	35256598	35258598	GJA4	+
chr1	147232714	147234714	GJA5	-
chr1	147372945	147374945	GJA8	+
chr1	39347298	39349298	GJA9	-
chr5	176874945	176876945	PRR7-AS1	-
chr5	137686284	137688284	KDM3B	+
chr2	86666583	86668583	KDM3A	+
chr2	27593324	27595324	EIF2B4	-
chr3	183850809	183852809	EIF2B5	+
chr14	75467611	75469611	EIF2B2	+
chr1	45452394	45454394	EIF2B3	-
chr12	124118323	124120323	EIF2B1	-
chr16	29688328	29690328	QPRT	+
chr16	1662109	1664109	IFT140	-
chr6	10721147	10723147	TMEM14C	+
chr6	10745991	10747991	TMEM14B	+
chr6	52533883	52535883	TMEM14A	+
chr17	15666016	15668016	CDRT15P2	+
chr1	46667005	46669005	LURAP1	+
chr11	74949949	74951949	TPBGL	+
chr9	96108696	96110696	C9orf129	-
chr2	2335085	2337085	MYT1L	-
chr1	196910897	196912897	CFHR2	+
chr1	196741929	196743929	CFHR3	+
chr1	196786860	196788860	CFHR1	+
chr1	196855143	196857143	CFHR4	+
chr1	196944666	196946666	CFHR5	+
chr9	89700140	89702140	LOC494127	-
chr19	36034501	36036501	TMEM147	+
chr19	42815476	42817476	TMEM145	+
chr4	159129400	159131400	TMEM144	+
chr3	138665982	138667982	FOXL2	-
chr9	139683776	139685776	TMEM141	+
chr7	134830765	134832765	TMEM140	+
chr10	64028622	64030622	RTKN2	-
chr6	4096866	4098866	PSMB8-AS1	+
chr19	16294211	16296211	FAM32A	+
chr8	124862226	124864226	FER1L6	+
chr20	34195484	34197484	FER1L4	-
chr2	97306473	97308473	FER1L5	+
chrX	101187039	101189039	ZMAT1	-
chr3	178789656	178791656	ZMAT3	-
chr5	140077944	140079944	ZMAT2	+
chr22	30162969	30164969	ZMAT5	-
chr8	40755343	40757343	ZMAT4	-
chr8	67525484	67527484	MYBL1	-
chr6	168839830	168841830	SMOC2	+
chr14	70344113	70346113	SMOC1	+
chr20	42293658	42295658	MYBL2	+
chr8	6826635	6828635	DEFA10P	-
chr11	8954553	8956553	C11orf16	-
chr3	123406490	123408490	MYLK-AS2	+
chr1	19932300	19934300	RPS14P3	+
chr3	123302359	123304359	MYLK-AS1	+
chr21	38566227	38568227	TTC3-AS1	-
chr1	223564714	223566714	CCDC185	+
chr5	135528851	135530851	LOC389332	-
chr3	62861064	62863064	CADPS	-
chr7	70770659	70772659	MIR3914-2	+
chr5	33438881	33440881	TARS	+
chr7	38313248	38315248	TARP	-
chr16	28857729	28859729	TUFM	-
chr17	77023737	77025737	C1QTNF1-AS1	-
chr19	49220214	49222214	MAMSTR	-
chr14	35759522	35761522	PSMA6	+
chr1	33288913	33290913	S100PBP	+
chr8	11971290	11973290	FAM66D	+
chr8	7810534	7812534	FAM66E	+
chr8	7212876	7214876	FAM66B	-
chr12	8330804	8332804	FAM66C	+
chr8	12217527	12219527	FAM66A	+
chr5	90610219	90612219	LUCAT1	-
chr12	69199274	69201274	LOC100130075	-
chr5	149544343	149546343	CDX1	+
chrX	99897162	99899162	SRPX2	+
chr3	152015193	152017193	MBNL1	+
chr13	97872549	97874549	MBNL2	+
chrX	131573718	131575718	MBNL3	-
chr19	58864865	58866865	A1BG	-
chr19	52196709	52198709	SPACA6P-AS	-
chr6	40555203	40557203	LRFN2	-
chr4	110479354	110481354	MCUB	+
chr1	39339050	39341050	MYCBP	-
chr16	85784689	85786689	C16orf74	-
chr16	67141795	67143795	C16orf70	+
chr14	42074058	42076058	LRFN5	+
chr16	9183536	9185536	C16orf72	+
chr6	5261183	5263183	LYRM4	-
chr16	49405718	49407718	C16orf78	+
chr9	99210436	99212436	HABP4	+
chr7	6653526	6655526	ZNF853	+
chr3	44552132	44554132	ZNF852	-
chr10	115310736	115312736	HABP2	+
chr19	37263716	37265716	ZNF850	-
chr8	134309547	134311547	NDRG1	-
chr14	21493264	21495264	NDRG2	-
chr20	35374541	35376541	NDRG3	-
chr16	58532046	58534046	NDRG4	+
chr14	70231803	70233803	SRSF5	+
chr1	29508637	29510637	SRSF4	-
chr2	38978636	38980636	SRSF7	-
chr6	168397757	168399757	KIF25-AS1	-
chr17	56084707	56086707	SRSF1	-
chr6	36560089	36562089	SRSF3	+
chr17	74733493	74735493	SRSF2	-
chr12	120907558	120909558	SRSF9	-
chr11	94798040	94800040	SRSF8	+
chr4	103788134	103790134	CISD2	+
chr17	36884509	36886509	CISD3	+
chr10	60026861	60028861	CISD1	+
chr11	77348851	77350851	CLNS1A	-
chr20	11254031	11256031	LOC339593	-
chr15	75522031	75524031	LOC105376731	-
chr5	180671540	180673540	CTC-338M12.4	+
chr1	11157731	11159731	LOC105376736	+
chr19	56152985	56154985	ZNF581	+
chr19	56151462	56153462	ZNF580	+
chr19	56913382	56915382	ZNF583	+
chr19	56904970	56906970	ZNF582	-
chr3	156392452	156394452	TIPARP	+
chr19	58918040	58920040	ZNF584	+
chr19	58359180	58361180	ZNF587	+
chr19	58279019	58281019	ZNF586	+
chr3	48280595	48282595	ZNF589	+
chr6	153323950	153325950	MTRF1L	-
chr10	93557953	93559953	TNKS2-AS1	-
chr9	131534213	131536213	ZER1	-
chr10	116579502	116581502	FAM160B1	+
chr1	149823161	149825161	HIST2H2AA3	-
chr1	149823161	149825161	HIST2H2AA4	-
chr19	54924604	54926604	TTYH1	+
chr19	19626469	19628469	TSSK6	-
chr19	58976411	58978411	ZNF324	+
chr14	24672925	24674925	TSSK4	+
chr1	90458653	90460653	ZNF326	+
chr6	43138127	43140127	SRF	+
chr1	32825861	32827861	TSSK3	+
chr6	26659980	26661980	ZNF322	-
chr7	87849399	87851399	SRI	-
chr19	58662148	58664148	ZNF329	-
chr16	4292081	4294081	SRL	-
chr1	11120091	11122091	SRM	-
chr17	2205236	2207236	SRR	+
chr7	6388590	6390590	FAM220A	-
chrY	2655782	2657782	SRY	-
chr7	6098860	6100860	EIF2AK1	-
chr2	88924447	88926447	EIF2AK3	-
chr2	37384190	37386190	EIF2AK2	-
chr15	40224324	40226324	EIF2AK4	+
chr2	70529220	70531220	FAM136A	-
chr19	44174498	44176498	PLAUR	-
chr1	153230178	153232178	LOR	+
chr12	20961637	20963637	SLCO1B3	+
chr12	21166629	21168629	SLCO1B7	+
chr5	121414196	121416196	LOX	-
chr17	74094157	74096157	MIR6868	-
chr4	17322505	17324505	SNORA75B	-
chrX	48755426	48757426	TIMM17B	-
chr1	201922618	201924618	TIMM17A	+
chr9	124047808	124049808	GSN-AS1	-
chrX	15353676	15355676	PIGA	-
chr15	55609132	55611132	PIGB	+
chr1	172413230	172415230	PIGC	-
chr2	46844251	46846251	PIGF	-
chr4	490988	492988	PIGG	+
chr14	68067017	68069017	PIGH	-
chr1	77685132	77687132	PIGK	-
chr17	16118508	16120508	PIGL	+
chr1	160001783	160003783	PIGM	-
chr18	59854289	59856289	PIGN	-
chr9	35096546	35098546	PIGO	-
chr21	38445458	38447458	PIGP	-
chr16	617967	619967	PIGQ	+
chr1	207119811	207121811	PIGR	-
chr17	26898887	26900887	PIGS	-
chr20	44042706	44044706	PIGT	+
chr20	33265089	33267089	PIGU	-
chr1	27112678	27114678	PIGV	+
chr17	34888588	34890588	PIGW	+
chr3	196437244	196439244	PIGX	+
chr4	89444952	89446952	PIGY	-
chr3	196695742	196697742	PIGZ	-
chr3	112320816	112322816	LINC01279	-
chrX	62780873	62782873	LINC01278	-
chr10	112679124	112681124	BBIP1	-
chr6	143358719	143360719	LINC01277	-
chr6	41468181	41470181	LINC01276	+
chr20	48937879	48939879	LINC01271	-
chr20	48907256	48909256	LINC01270	+
chr20	48787106	48789106	LINC01273	+
chr9	138071454	138073454	LOC401557	+
chr3	136580905	136582905	NCK1-AS1	-
chr5	104433174	104435174	RAB9BP1	+
chr8	144911556	144913556	PUF60	-
chr15	66011670	66013670	MIR4511	-
chr15	36217056	36219056	MIR4510	+
chr15	75081098	75083098	MIR4513	-
chr15	66789372	66791372	MIR4512	-
chr15	83734086	83736086	MIR4515	+
chr15	81289814	81291814	MIR4514	-
chr16	28967903	28969903	MIR4517	+
chr16	2181119	2183119	MIR4516	+
chr16	30886644	30888644	MIR4519	-
chr16	30513239	30515239	MIR4518	+
chr20	61145659	61147659	MIR1-1HG	+
chr1	156828670	156830670	NTRK1	+
chr9	87282594	87284594	NTRK2	+
chr15	88799962	88801962	NTRK3	-
chr13	21712652	21714652	SAP18	+
chr9	140147949	140149949	STPG3-AS1	-
chr6	70574447	70576447	COL19A1	+
chr17	27188458	27190458	MIR451A	-
chrX	118739846	118741846	NKRF	-
chr21	43528644	43530644	UMODL1-AS1	-
chr1	156180778	156182778	PMF1-BGLAP	+
chr17	12693601	12695601	LOC100128006	-
chr11	64684722	64686722	ATG2A	-
chr18	73919464	73921464	LINC01893	+
chr14	96829738	96831738	ATG2B	-
chr18	3350557	3352557	LINC01895	-
chr1	27717147	27719147	GPR3	+
chr2	207082771	207084771	GPR1	-
chr6	110297458	110299458	GPR6	+
chr19	46105466	46107466	GPR4	-
chr1	228291163	228293163	C1orf35	-
chr1	185124191	185126191	SWT1	+
chr19	19049062	19051062	LOC102724360	+
chrX	107018962	107020962	NCBP2L	+
chr22	41956887	41958887	LOC105373044	-
chr19	50351991	50353991	PTOV1	+
chr5	177580961	177582961	NHP2	-
chr2	241393417	241395417	MIR149	+
chr5	148806480	148808480	MIR143	+
chr17	56408679	56410679	MIR142	-
chr12	7071259	7073259	MIR141	+
chr16	69964983	69966983	MIR140	+
chr5	148808208	148810208	MIR145	+
chr17	27188636	27190636	MIR144	-
chr2	132202467	132204467	NOC2LP2	-
chr2	73964533	73966533	TPRKB	-
chr8	76317904	76319904	HNF4G	+
chr20	42982440	42984440	HNF4A	+
chr11	60100354	60102354	MS4A6E	+
chr9	66551199	66553199	LOC728673	+
chr16	24212436	24214436	MIR1273H	+
chr1	240638408	240640408	MIR1273E	+
chr1	53403985	53405985	MIR1273G	+
chr1	53392345	53394345	MIR1273F	+
chr8	101036312	101038312	MIR1273A	-
chr17	40717077	40719077	MLX	+
chr6	155172493	155174493	MIR1273C	+
chr19	38040272	38042272	ZNF571-AS1	+
chr10	96303523	96305523	HELLS	+
chrX	1708485	1710485	AKAP17A	+
chr16	20416033	20418033	PDILT	-
chr12	69080639	69082639	LOC100507250	-
chr20	13220334	13222334	ISM1-AS1	-
chr22	17646177	17648177	HDHD5	-
chr3	48479647	48481647	TMA7	+
chr9	116139289	116141289	HDHD3	-
chr11	745431	747431	TALDO1	+
chr10	54531460	54533460	MBL2	-
chr1	93300845	93302845	SNORD21	+
chr2	232321234	232323234	SNORD20	-
chr18	44556449	44558449	TCEB3C	-
chr11	62620507	62622507	SNORD22	-
chr11	62623103	62625103	SNORD25	-
chr9	136214250	136216250	SNORD24	+
chr11	62622555	62624555	SNORD27	-
chr11	62622838	62624838	SNORD26	-
chr11	62621440	62623440	SNORD29	-
chr11	62622167	62624167	SNORD28	-
chr14	75518235	75520235	MLH3	-
chr12	107487635	107489635	CRY1	-
chr3	37033267	37035267	MLH1	+
chr19	51374688	51376688	KLK2	+
chr22	25758524	25760524	LRP5L	-
chr1	75199092	75201092	CRYZ	-
chr16	21314457	21316457	CRYM	-
chr11	56178072	56180072	OR5AL1	+
chr10	120355160	120357160	PRLHR	-
chr1	6614658	6616658	NOL9	-
chr6	44519618	44521618	LOC105375075	-
chr20	35200956	35202956	TGIF2-C20orf24	+
chr21	40683832	40685832	BRWD1-IT2	+
chr15	70798267	70800267	LINC02205	-
chr15	70878945	70880945	LINC02204	-
chr15	94397788	94399788	LINC02207	+
chr15	67248853	67250853	LINC02206	-
chr5	122066255	122068255	LINC02201	-
chr5	111962132	111964132	LINC02200	+
chr15	22276031	22278031	LINC02203	+
chr5	158525490	158527490	LINC02202	+
chr7	141406152	141408152	WEE2	+
chr11	9593227	9595227	WEE1	+
chr8	29777028	29779028	LINC02209	+
chr5	117897812	117899812	LINC02208	-
chr9	99417599	99419599	AAED1	-
chrX	49965004	49967004	AKAP4	-
chr14	64930216	64932216	AKAP5	+
chr14	32796478	32798478	AKAP6	+
chr6	131569298	131571298	AKAP7	+
chr22	20326519	20328519	LOC101927859	+
chr17	55161077	55163077	AKAP1	+
chr9	112808877	112810877	AKAP2	+
chr12	4758213	4760213	AKAP3	-
chr17	59445065	59447065	LOC101927855	-
chr3	24190814	24192814	LOC101927854	+
chr1	206785904	206787904	EIF2D	-
chr1	235099746	235101746	LOC101927851	-
chr7	91568188	91570188	AKAP9	+
chr3	150262464	150264464	EIF2A	+
chr6	112408751	112410751	TUBE1	-
chr5	159893257	159895257	MIR3142HG	+
chr11	58825925	58827925	LOC283194	-
chr17	31252927	31254927	TMEM98	+
chr2	28617539	28619539	FLJ31356	-
chr17	38973436	38975436	TMEM99	+
chr2	29698243	29700243	LOC105374389	-
chr16	72206064	72208064	PMFBP1	-
chr1	111970399	111972399	OVGP1	-
chr8	125259639	125261639	LOC101927588	-
chr12	58015686	58017686	LOC101927583	-
chr5	89705603	89707603	CETN3	-
chrX	151999301	152001301	CETN2	-
chr18	578342	580342	CETN1	+
chr5	179218985	179220985	LTC4S	+
chr7	82792197	82794197	PCLO	-
chr1	7449814	7451814	LOC102725193	-
chr7	12534054	12536054	LOC102725191	+
chr9	134406662	134408662	UCK1	-
chr15	45827448	45829448	SNORA41B	+
chr1	165794731	165796731	UCK2	+
chr11	574445	576445	PHRF1	+
chr17	73450544	73452544	TMEM94	+
chr2	186601621	186603621	FSIP2	+
chr15	40075039	40077039	FSIP1	-
chr1	28559542	28561542	DNAJC8	-
chr10	75007089	75009089	DNAJC9	-
chr11	63995903	63997903	DNAJC4	+
chr20	62524454	62526454	DNAJC5	+
chr1	65728376	65730376	DNAJC6	+
chr17	40169715	40171715	DNAJC7	-
chr10	22292650	22294650	DNAJC1	-
chr7	102985320	102987320	DNAJC2	-
chr13	96327392	96329392	DNAJC3	+
chr1	109940567	109942567	SORT1	-
chr1	202135178	202137178	PTPRVP	+
chr17	28802425	28804425	GOSR1	+
chr15	51327684	51329684	MIR4713HG	+
chr6	6007633	6009633	NRN1	-
chr1	27693357	27695357	MAP3K6	-
chr18	56339105	56341105	LOC101927322	-
chr20	18116498	18118498	PET117	+
chr3	187418153	187420153	LOC100131635	+
chr18	59560304	59562304	RNF152	-
chr4	142054616	142056616	RNF150	-
chr16	2014823	2016823	RNF151	+
chr8	27941388	27943388	NUGGC	-
chr1	145039963	145041963	LOC100996724	-
chr2	113299789	113301789	LOC105373562	-
chr12	10959579	10961579	TAS2R8	-
chr12	10962767	10964767	TAS2R9	-
chr12	10955226	10957226	TAS2R7	-
chr7	141476288	141478288	TAS2R4	+
chr7	141488016	141490016	TAS2R5	+
chr7	141461896	141463896	TAS2R3	+
chr2	214147102	214149102	SPAG16	+
chr1	118727892	118729892	SPAG17	-
chr3	31203279	31205279	MIR466	-
chr9	123342448	123344448	CDK5RAP2	-
chr17	46046321	46048321	CDK5RAP3	+
chr20	31989375	31991375	CDK5RAP1	-
chr17	18528930	18530930	CCDC144B	-
chr17	16591638	16593638	CCDC144A	+
chr19	49456116	49458116	BAX	+
chr11	64052176	64054176	BAD	-
chr7	102935872	102937872	PMPCB	+
chr9	139303024	139305024	PMPCA	+
chr15	73342824	73344824	NEO1	+
chr20	23340768	23342768	GZF1	+
chr2	71160997	71162997	ATP6V1B1	+
chr8	20052703	20054703	ATP6V1B2	+
chr9	130693076	130695076	PIP5KL1	-
chr5	68854073	68856073	GTF2H2C_2	+
chrX	1606037	1608037	P2RY8	-
chr11	72927342	72929342	P2RY2	+
chr7	54826939	54828939	SEC61G	-
chr3	152550481	152552481	P2RY1	+
chr9	101982569	101984569	SEC61B	+
chr12	22777980	22779980	LOC105369691	-
chr2	232329205	232331205	NCL	-
chr19	6990857	6992857	ADGRE4P	-
chr1	228325928	228327928	GUK1	+
chr1	3566671	3568671	WRAP73	-
chr12	57634475	57636475	NDUFA4L2	-
chr22	51174651	51176651	ACR	+
chr11	123814545	123816545	OR6T1	-
chr18	6254742	6256742	L3MBTL4-AS1	+
chr21	35288158	35290158	ATP5O	-
chr6	46759093	46761093	MEP1A	+
chr18	29767986	29769986	MEP1B	+
chr18	48403431	48405431	ME2	+
chr1	160311062	160313062	NCSTN	+
chr1	3773797	3775797	CEP104	-
chr20	61883329	61885329	FLJ16779	+
chr11	33059560	33061560	TCP11L1	+
chr12	106694568	106696568	TCP11L2	+
chr8	6420784	6422784	ANGPT2	-
chr8	108510283	108512283	ANGPT1	-
chr20	896977	898977	ANGPT4	-
chr10	76818272	76820272	DUPD1	-
chr17	76899299	76901299	CEP295NL	-
chr15	55790782	55792782	DNAAF4-CCPG1	-
chr9	43683195	43685195	CNTNAP3P2	+
chr6	42121114	42123114	GUCA1A	+
chr3	108672677	108674677	GUCA1C	-
chr6	42162694	42164694	GUCA1B	-
chr17	4800947	4802947	C17orf107	+
chr11	108091558	108093558	ATM	+
chr17	32906388	32908388	C17orf102	-
chr17	6553058	6555058	C17orf100	+
chr3	142297668	142299668	ATR	-
chr2	43019751	43021751	HAAO	-
chr1	120439147	120441147	ADAM30	-
chr21	44496502	44498502	CBSL	-
chr19	2162147	2164147	DOT1L	+
chrX	120105058	120107058	CT47A6	-
chr11	3078681	3080681	CARS	-
chr19	43359870	43361870	PSG10P	-
chr14	96180533	96182533	TCL1A	-
chr2	203774940	203776940	CARF	+
chr12	102133250	102135250	SYCP3	-
chr16	29983187	29985187	TAOK2	+
chr1	115395423	115397423	SYCP1	+
chr19	7739942	7741942	MCEMP1	+
chr16	49552496	49554496	ADAM3B	-
chr11	2921511	2923511	SLC22A18	+
chr8	39380508	39382508	ADAM3A	-
chr6	110797844	110799844	SLC22A16	-
chr14	23821660	23823660	SLC22A17	-
chr3	38345426	38347426	SLC22A14	+
chr1	116517118	116519118	SLC22A15	+
chr11	64356281	64358281	SLC22A12	+
chr3	38305297	38307297	SLC22A13	+
chr11	63055418	63057418	SLC22A10	+
chr11	64321072	64323072	SLC22A11	+
chr16	27280113	27282113	NSMCE1	-
chr8	126102064	126104064	NSMCE2	+
chr15	29562020	29564020	NSMCE3	-
chr4	32024044	32026044	LOC105377651	-
chr11	18034709	18036709	SERGEF	-
chr8	27489576	27491576	SCARA3	+
chr8	27850369	27852369	SCARA5	-
chr16	328605	330605	ARHGDIG	+
chr12	15114704	15116704	ARHGDIB	-
chrX	8700228	8702228	ANOS1	-
chr17	79829282	79831282	ARHGDIA	-
chr11	17565963	17567963	USH1C	-
chr17	72919358	72921358	USH1G	-
chr8	144442147	144444147	TOP1MT	-
chr2	159823145	159825145	TANC1	+
chr17	61084897	61086897	TANC2	+
chr16	55867075	55869075	CES1	-
chr16	66993131	66995131	CES3	+
chr16	66966346	66968346	CES2	+
chr15	65367153	65369153	KBTBD13	+
chr3	127639901	127641901	KBTBD12	+
chr8	1920043	1922043	KBTBD11	+
chr16	224649	226649	HBA1	+
chr4	141489959	141491959	UCP1	-
chr16	27212806	27214806	KDM8	+
chr11	73720282	73722282	UCP3	-
chr14	24685276	24687276	MDP1	-
chr19	36101645	36103645	HAUS5	+
chr19	20186802	20188802	ZNF90	+
chr3	129118282	129120282	RPL32P3	-
chr7	64836711	64838711	ZNF92	+
chr19	20009721	20011721	ZNF93	+
chr19	22605148	22607148	ZNF98	-
chr19	22966973	22968973	ZNF99	-
chr11	64806375	64808375	SAC3D1	+
chr6	150212170	150214170	RAET1E	-
chr6	150244288	150246288	RAET1G	-
chr17	45808609	45810609	TBX21	+
chrX	153744566	153746566	FAM3A	-
chr6	150326280	150328280	RAET1K	-
chrX	79268254	79270254	TBX22	+
chr3	58652561	58654561	FAM3D	-
chr6	150346668	150348668	RAET1L	-
chr12	11508524	11510524	PRB1	-
chr7	44113032	44115032	MIR6838	-
chr7	64137441	64139441	MIR6839	+
chr5	131553611	131555611	MIR6830	-
chr5	177210426	177212426	FAM153A	-
chr5	175488711	175490711	FAM153B	+
chr5	177431966	177433966	FAM153C	+
chr6	4699835	4701835	MIR6834	+
chr2	241506003	241508003	RNPEPL1	+
chr7	2297212	2299212	MIR6836	-
chr7	44089364	44091364	MIR6837	+
chr19	4677293	4679293	DPP9-AS1	+
chrX	146340358	146342358	MIR509-3	-
chrX	146342143	146344143	MIR509-2	-
chrX	146342143	146344143	MIR509-1	-
chr1	47134099	47136099	ATPAF1	-
chr1	154946959	154948959	SHC1	-
chr2	213403352	213405352	ERBB4	-
chr9	91793682	91795682	SHC3	-
chr19	52255150	52257150	FPR1	-
chr19	52262452	52264452	FPR2	+
chr19	52296398	52298398	FPR3	+
chr1	28259465	28261465	SMPDL3B	+
chr6	123108193	123110193	SMPDL3A	+
chr3	36986548	36988548	TRANK1	-
chr4	7105103	7107103	LINC02447	-
chr3	28388639	28390639	ZCWPW2	+
chr7	100026431	100028431	ZCWPW1	-
chr12	73550969	73552969	LINC02444	+
chr12	5352317	5354317	LINC02443	-
chr12	128511711	128513711	LINC02441	-
chr12	8386010	8388010	LINC02449	+
chr7	76039012	76041012	SSC4D	-
chr13	114998319	115000319	CDC16	+
chr11	62314332	62316332	AHNAK	-
chr19	22788817	22790817	LOC100996349	+
chr2	36582713	36584713	LOC100288911	-
chr15	70125572	70127572	LINC00593	+
chr12	52602713	52604713	LINC00592	+
chr11	65152040	65154040	FRMD8	+
chr10	80025084	80027084	LINC00595	+
chr11	31531175	31533175	IMMP1L	-
chr3	113234034	113236034	SPICE1	-
chr1	180243816	180245816	LHX4-AS1	-
chrX	131262050	131264050	FRMD7	-
chr6	168476546	168478546	FRMD1	-
chr11	125032558	125034558	PKNOX2	+
chr9	86153348	86155348	FRMD3	-
chr12	116714991	116716991	MED13L	-
chr2	83081926	83083926	DHFRP3	+
chr2	74727743	74729743	LBX2-AS1	+
chr10	94819020	94821020	CYP26C1	+
chr11	65099224	65101224	DPF2	+
chr14	73360824	73362824	DPF3	-
chr19	38714890	38716890	DPF1	-
chr13	45561664	45563664	GPALPP1	+
chr14	62217815	62219815	LOC105370526	-
chr1	150037724	150039724	VPS45	+
chr7	38948800	38950800	VPS41	-
chr7	107218421	107220421	BCAP29	+
chr6	139115247	139117247	ECT2L	+
chr12	11286843	11288843	TAS2R30	-
chr12	11184006	11186006	TAS2R31	-
chr7	141673573	141675573	TAS2R38	-
chr7	142878511	142880511	TAS2R39	+
chrX	100643877	100645877	RPL36A	+
chr16	69343286	69345286	VPS4A	+
chr18	61089752	61091752	VPS4B	-
chr20	62258454	62260454	GMEB2	-
chr1	28993239	28995239	GMEB1	+
chr6	42987339	42989339	RRP36	+
chr1	16691524	16693524	SZRD1	+
chr16	3252246	3254246	OR1F1	+
chr19	49373648	49375648	PPP1R15A	+
chr1	204380945	204382945	PPP1R15B	-
chr17	28619184	28621184	BLMH	-
chr7	75120946	75122946	SPDYE5	+
chr17	8661877	8663877	SPDYE4	-
chr7	101996889	101998889	SPDYE6	-
chr7	44038488	44040488	SPDYE1	+
chr7	99903324	99905324	SPDYE3	+
chr7	102189678	102191678	SPDYE2	+
chrX	151079555	151081555	LOC105373368	-
chr15	31617057	31619057	KLF13	+
chr13	74708066	74710066	KLF12	-
chr2	10181955	10183955	KLF11	+
chr8	103666192	103668192	KLF10	-
chr1	44582521	44584521	KLF17	+
chr19	1863564	1865564	KLF16	-
chr3	126076236	126078236	KLF15	-
chr7	130418860	130420860	KLF14	-
chr17	7450374	7452374	TNFSF12-TNFSF13	+
chr19	35981433	35983433	KRTDAP	-
chr3	72897598	72899598	SHQ1	-
chr3	81810950	81812950	GBE1	-
chr2	219265368	219267368	MIR26B	+
chr2	111873165	111875165	ACOXL-AS1	-
chrX	2525305	2527305	CD99P1	+
chr19	51327043	51329043	KLK1	-
chr18	77864914	77866914	ADNP2	+
chr2	207024243	207026243	NDUFS1	-
chr1	161167104	161169104	NDUFS2	+
chr11	47598561	47600561	NDUFS3	+
chr5	52854462	52856462	NDUFS4	+
chr1	39489966	39491966	NDUFS5	+
chr5	1799495	1801495	NDUFS6	+
chr19	1381882	1383882	NDUFS7	+
chr11	67796083	67798083	NDUFS8	+
chr6	75992729	75994729	LOC100506804	+
chr1	21617782	21619782	LOC100506801	+
chr3	43018758	43020758	FAM198A	+
chr4	159094202	159096202	FAM198B	-
chr10	126628691	126630691	ZRANB1	+
chr2	136288300	136290300	ZRANB3	-
chr1	71546972	71548972	ZRANB2	-
chr4	66533678	66535678	EPHA5-AS1	+
chr5	41510730	41512730	PLCXD3	-
chrX	48682922	48684922	ERAS	+
chr20	50384950	50386950	ATP9A	-
chr6	109777190	109779190	MICAL1	-
chr11	12130122	12132122	MICAL2	+
chr22	18389652	18391652	MICAL3	-
chr4	42893282	42895282	GRXCR1	+
chr5	145252531	145254531	GRXCR2	-
chr2	228189880	228191880	LOC654841	-
chr4	165876099	165878099	FAM218A	+
chr19	52599018	52601018	ZNF841	-
chr19	12173513	12175513	ZNF844	+
chr19	53834971	53836971	ZNF845	+
chr9	36188852	36190852	CLTA	+
chr17	57695049	57697049	CLTC	+
chr5	175843570	175845570	CLTB	-
chr19	18721681	18723681	TMEM59L	+
chr1	152297679	152299679	FLG	-
chr1	78693282	78695282	MGC27382	+
chr12	107710196	107712196	BTBD11	+
chr3	128590384	128592384	LOC653712	-
chr5	41868131	41870131	OXCT1-AS1	+
chr7	100197881	100199881	PCOLCE	+
chr3	7576971	7578971	GRM7-AS1	-
chr3	6935704	6937704	GRM7-AS2	-
chr3	6847136	6849136	GRM7-AS3	-
chr4	9358107	9360107	USP17L9P	+
chr9	88897490	88899490	ISCA1	-
chr14	74958422	74960422	ISCA2	+
chr17	72542310	72544310	CD300C	-
chr1	157893756	157895756	LOC105371458	+
chr17	72619897	72621897	CD300E	-
chr7	23336939	23338939	MALSU1	+
chr6	58287724	58289724	LINC00680-GUSBP4	-
chr22	24641110	24643110	GGT5	-
chr11	71639493	71641493	LOC100133315	-
chr17	41992575	41994575	FAM215A	+
chr10	94447680	94449680	HHEX	+
chrX	103268259	103270259	H2BFWT	-
chr19	48435437	48437437	SNAR-A1	+
chr9	33675265	33677265	PTENP1-AS	+
chr4	174090803	174092803	LOC101930370	-
chrX	127186382	127188382	ACTRT1	-
chr1	2936045	2938045	ACTRT2	+
chr3	169487683	169489683	ACTRT3	-
chr11	67272843	67274843	PITPNM1	-
chr4	13546114	13548114	NKX3-2	-
chr8	23540402	23542402	NKX3-1	-
chr12	123595036	123597036	PITPNM2	-
chr19	50599082	50601082	SNAR-A4	+
chr7	120627444	120629444	CPED1	+
chr16	3493537	3495537	ZNF597	-
chr3	119041607	119043607	ARHGAP31-AS1	-
chr17	5095178	5097178	ZNF594	-
chr19	55217699	55219699	LILRP2	+
chr3	9743509	9745509	CPNE9	+
chr12	39299420	39301420	CPNE8	-
chr8	87524655	87526655	CPNE3	+
chr16	57124454	57126454	CPNE2	+
chr20	34252878	34254878	CPNE1	-
chr16	89640175	89642175	CPNE7	+
chr14	24538555	24540555	CPNE6	+
chr6	36725186	36727186	CPNE5	-
chr3	131754286	131756286	CPNE4	-
chr20	31348190	31350190	DNMT3B	+
chr2	25565459	25567459	DNMT3A	-
chr20	21282135	21284135	XRN2	+
chr21	45682099	45684099	DNMT3L	-
chr2	69870977	69872977	AAK1	-
chr15	25066754	25068754	SNRPN	+
chr7	99814870	99816870	PVRIG	+
